,SBD,Toan,Van,NgoaiNgu,VatLy,HoaHoc,SinhHoc,DiemTBTuNhien,LichSu,DiaLy,GDCD,DiemTBXaHoi
0,56000001,7.00,5.50,4.40,,,,,3.25,6.75,7.00,5.67
1,56000002,5.40,5.75,4.00,,,,,3.75,5.25,6.25,5.08
2,56000003,4.20,6.00,,,,,,5.50,6.75,,4.08
3,56000004,8.40,7.50,4.80,6.00,5.75,5.25,5.67,,,,
4,56000005,7.40,4.00,4.40,5.25,7.00,6.50,6.25,,,,
5,56000006,7.00,5.25,4.00,6.25,6.50,5.50,6.08,,,,
6,56000007,4.40,5.00,,,,,,6.50,,,2.17
7,56000008,6.40,6.50,3.60,,,,,5.25,7.00,8.50,6.92
8,56000009,6.40,4.25,3.80,4.75,5.50,5.50,5.25,,,,
9,56000010,7.40,7.50,7.00,5.25,4.00,3.75,4.33,,,,
10,56000011,6.20,6.25,3.20,4.75,5.25,5.00,5.00,,,,
11,56000012,5.40,6.25,3.60,,,,,7.25,6.75,8.75,7.58
12,56000013,8.40,6.75,4.40,8.00,7.00,6.00,7.00,,,,
13,56000014,8.20,6.50,4.60,6.50,7.75,7.00,7.08,,,,
14,56000015,6.60,6.75,4.00,,,,,5.25,7.75,8.75,7.25
15,56000016,8.00,8.25,6.80,6.25,7.25,4.75,6.08,,,,
16,56000017,8.40,5.50,5.40,7.00,4.50,6.50,6.00,,,,
17,56000018,7.00,6.75,5.00,,,,,3.75,8.25,8.25,6.75
18,56000019,3.20,5.50,,,,,,5.75,6.75,,4.17
19,56000020,4.80,4.50,,,,,,2.75,5.25,,2.67
20,56000021,8.20,5.00,4.60,6.00,5.00,4.75,5.25,,,,
21,56000022,7.00,6.25,3.80,,,,,4.00,7.50,9.25,6.92
22,56000023,4.20,6.00,3.40,,,,,3.25,6.75,7.25,5.75
23,56000024,7.20,5.75,4.00,,,,,6.25,7.00,8.00,7.08
24,56000025,5.20,4.92,,,,,,4.25,5.75,,3.33
25,56000026,8.40,6.92,6.20,7.50,5.25,5.75,6.17,,,,
26,56000027,6.80,7.00,3.80,,,,,4.25,4.75,8.75,5.92
27,56000028,6.60,6.75,6.20,,,,,5.00,7.00,7.25,6.42
28,56000029,9.20,8.50,7.20,,,,,9.00,9.25,9.50,9.25
29,56000030,6.60,7.75,5.20,,,,,6.25,7.50,8.50,7.42
30,56000031,8.00,7.25,6.00,6.75,5.50,6.50,6.25,,,,
31,56000032,8.80,6.75,5.40,6.50,7.25,5.50,6.42,,,,
32,56000033,8.20,8.00,5.60,7.25,8.00,7.75,7.67,,,,
33,56000034,7.40,5.25,4.00,,,,,6.25,7.50,9.00,7.58
34,56000035,9.00,7.00,8.60,7.50,9.00,8.00,8.17,,,,
35,56000036,6.20,6.00,3.80,,,,,4.25,7.25,8.50,6.67
36,56000037,8.20,6.83,5.00,,,,,6.75,7.25,9.50,7.83
37,56000038,7.80,8.50,5.00,,,,,7.75,6.75,9.25,7.92
38,56000039,5.00,4.75,2.80,,,,,2.00,5.00,5.75,4.25
