,SBD,Toan,Van,NgoaiNgu,VatLy,HoaHoc,SinhHoc,DiemTBTuNhien,LichSu,DiaLy,GDCD,DiemTBXaHoi
0,63000001,8.40,6.50,5.60,6.50,7.50,5.00,6.33,,,,
1,63000002,7.80,6.50,4.00,5.50,6.25,6.50,6.08,,,,
2,63000003,9.00,6.50,9.20,8.00,5.25,5.75,6.33,,,,
3,63000004,8.40,6.25,5.60,7.75,8.00,6.50,7.42,,,,
4,63000005,9.00,5.25,3.40,6.75,7.50,6.75,7.00,,,,
5,63000006,8.40,6.50,8.20,4.00,6.00,4.25,4.75,,,,
6,63000007,8.80,6.75,8.20,8.75,3.75,4.75,5.75,,,,
7,63000008,6.20,6.25,,,,,,8.25,7.50,,5.25
8,63000009,8.80,7.50,4.80,7.25,8.00,5.00,6.75,,,,
9,63000010,8.00,7.75,4.60,,,,,5.75,7.25,7.00,6.67
10,63000011,7.00,8.00,5.40,,,,,4.00,7.75,8.75,6.83
11,63000012,7.40,6.25,3.40,7.50,5.25,5.00,5.92,,,,
12,63000013,4.40,4.50,2.40,,,,,3.25,,,1.08
13,63000014,7.40,5.25,3.00,,,,,4.25,7.00,8.50,6.58
14,63000015,7.20,6.00,2.80,6.00,3.75,3.00,4.25,,,,
15,63000016,6.60,5.75,3.00,,,,,4.00,7.00,6.25,5.75
16,63000017,7.40,6.00,2.80,6.25,5.75,7.25,6.42,,,,
17,63000018,8.80,6.00,5.80,7.00,4.00,5.00,5.33,,,,
18,63000019,8.40,6.50,7.00,7.50,7.50,8.25,7.75,,,,
19,63000020,7.00,6.25,3.00,7.00,4.25,3.25,4.83,,,,
20,63000021,7.20,6.50,6.40,,,,,5.00,7.75,7.50,6.75
21,63000022,7.80,6.50,6.60,5.00,5.50,2.50,4.33,,,,
22,63000023,7.80,6.50,,,,,,,,,
23,63000024,7.60,,,,8.50,7.00,5.17,,,,
24,63000025,5.80,5.00,3.00,,,,,3.75,7.50,8.50,6.58
25,63000026,4.00,3.66,,,,,,2.75,,,0.92
26,63000027,5.20,5.50,2.40,,,,,3.50,5.25,4.50,4.42
27,63000028,5.20,6.00,1.80,,,,,5.50,6.25,8.75,6.83
28,63000029,4.60,4.75,2.80,,,,,5.25,8.25,7.25,6.92
29,63000030,7.60,6.00,2.20,6.25,8.50,5.75,6.83,,,,
30,63000031,7.40,6.00,3.80,6.50,6.25,5.25,6.00,,,,
31,63000032,7.80,6.00,5.60,,,,,3.75,7.50,7.50,6.25
32,63000033,6.80,5.50,3.60,,,,,3.25,5.75,6.00,5.00
33,63000034,8.40,6.75,,,,,,6.25,,,2.08
34,63000035,4.60,5.75,3.40,,,,,4.50,7.00,8.25,6.58
35,63000036,8.20,7.50,5.60,7.25,7.75,7.25,7.42,,,,
36,63000037,6.40,7.25,4.00,,,,,7.25,6.00,9.00,7.42
37,63000038,8.40,7.00,5.20,6.25,7.75,4.75,6.25,,,,
38,63000039,8.20,7.00,4.40,7.50,7.75,3.00,6.08,,,,
39,63000040,8.20,7.75,6.20,4.50,8.00,7.75,6.75,,,,
40,63000041,4.80,8.25,3.40,,,,,5.00,6.25,7.50,6.25
41,63000042,4.60,7.75,1.40,,,,,7.25,8.00,6.75,7.33
42,63000043,9.60,7.00,6.20,8.25,6.25,7.50,7.33,,,,
43,63000044,9.20,7.25,4.80,6.75,8.00,7.75,7.50,,,,
44,63000045,8.20,7.50,4.80,6.25,8.50,6.50,7.08,,,,
45,63000046,3.80,6.25,6.00,,,,,4.00,7.50,6.25,5.92
46,63000047,5.00,6.00,,,,,,5.75,,,1.92
47,63000048,9.00,6.25,6.60,9.50,9.00,7.00,8.50,,,,
48,63000049,5.60,5.25,2.20,,,,,6.25,7.50,7.00,6.92
49,63000050,7.00,7.00,,,,,,7.50,7.75,,5.08
50,63000051,8.00,8.00,6.00,,,,,9.50,9.00,9.25,9.25
51,63000052,6.40,5.00,3.20,3.50,6.75,6.00,5.42,,,,
52,63000053,5.20,7.25,5.80,,,,,6.50,7.25,8.75,7.50
53,63000054,3.00,4.00,2.40,,,,,3.75,5.75,6.75,5.42
54,63000055,7.00,7.75,4.60,,,,,8.00,9.00,8.25,8.42
55,63000056,8.80,7.00,5.20,5.25,9.00,9.50,7.92,,,,
56,63000057,5.80,7.00,2.80,,,,,6.50,7.50,8.75,7.58
57,63000058,8.40,5.25,3.60,7.00,8.50,7.50,7.67,,,,
58,63000059,6.20,6.75,2.60,,,,,4.00,7.00,8.75,6.58
59,63000060,6.80,6.00,,,,,,5.25,,,1.75
60,63000061,4.20,4.00,,,,,,4.00,3.75,,2.58
61,63000062,6.00,5.00,3.00,,,,,5.25,7.00,7.50,6.58
62,63000063,5.60,6.00,4.20,,,,,4.00,7.50,8.50,6.67
63,63000064,4.00,4.00,,,,,,3.50,,,1.17
64,63000065,7.80,7.50,,,,,,9.25,,,3.08
65,63000066,5.80,5.50,3.00,,,,,5.25,7.25,6.75,6.42
66,63000067,2.00,3.50,2.40,,,,,3.00,3.75,5.75,4.17
67,63000068,5.40,6.75,2.20,,,,,7.25,8.00,8.00,7.75
68,63000069,3.20,2.00,,,,,,2.50,2.75,,1.75
69,63000070,3.00,3.50,,,,,,3.00,,,1.00
70,63000072,7.40,6.00,5.80,6.50,4.75,5.00,5.42,,,,
71,63000073,7.20,8.25,6.20,,,,,7.00,7.50,9.00,7.83
72,63000074,4.40,6.75,4.00,,,,,4.00,7.00,7.00,6.00
73,63000075,8.40,7.00,7.20,7.50,5.75,5.50,6.25,,,,
74,63000076,5.20,4.75,,,,,,4.75,5.50,,3.42
75,63000077,5.40,7.00,4.00,,,,,8.75,8.50,7.50,8.25
76,63000078,9.00,8.00,7.40,7.25,5.75,4.75,5.92,,,,
77,63000079,4.40,7.50,2.20,,,,,3.25,6.75,7.50,5.83
78,63000080,9.20,6.50,3.60,4.50,8.50,7.00,6.67,,,,
79,63000081,7.00,7.25,4.00,,,,,4.00,6.50,7.50,6.00
80,63000082,6.00,7.25,3.20,,,,,2.75,6.00,6.50,5.08
81,63000083,3.40,4.50,2.40,,,,,3.75,6.00,5.00,4.92
82,63000084,7.20,7.75,7.40,,,,,7.00,7.50,8.75,7.75
83,63000085,7.60,5.00,3.80,7.50,6.50,6.00,6.67,,,,
84,63000086,3.60,,2.40,2.50,,,0.83,,,,
85,63000087,6.80,5.00,4.40,5.75,7.00,6.25,6.33,,,,
86,63000088,7.20,7.00,3.80,,,,,5.75,7.25,8.25,7.08
87,63000089,6.20,6.00,3.20,,,,,5.50,5.50,7.25,6.08
88,63000090,9.40,6.50,8.20,8.75,7.50,6.75,7.67,,,,
89,63000091,9.00,8.00,5.60,7.50,7.75,6.50,7.25,,,,
90,63000092,7.80,8.25,8.60,,,,,4.75,7.00,7.50,6.42
91,63000093,5.00,5.75,3.00,,,,,4.50,7.00,7.25,6.25
92,63000094,5.00,5.25,5.00,,,,,7.00,6.25,8.00,7.08
93,63000095,3.20,4.50,,,,,,3.50,5.25,,2.92
94,63000096,8.40,6.00,4.40,5.00,4.75,6.00,5.25,,,,
