,SBD,Toan,Van,NgoaiNgu,VatLy,HoaHoc,SinhHoc,DiemTBTuNhien,LichSu,DiaLy,GDCD,DiemTBXaHoi
0,31000001,3.60,5.50,3.20,,,,,4.00,7.00,7.75,6.25
1,31000002,7.20,,,6.00,7.25,,4.42,,,,
2,31000003,4.20,7.50,4.00,,,,,3.75,5.50,7.50,5.58
3,31000004,3.80,8.25,4.80,,,,,6.25,7.75,8.75,7.58
4,31000005,2.40,5.50,2.60,,,,,3.75,4.00,6.25,4.67
5,31000006,8.40,7.75,3.40,,,,,8.50,8.75,9.00,8.75
6,31000007,2.00,7.00,1.80,,,,,5.00,5.75,8.25,6.33
7,31000008,4.40,6.00,2.40,,,,,5.00,7.75,8.00,6.92
8,31000009,3.20,5.25,1.40,,,,,3.25,,,1.08
9,31000010,3.60,7.25,2.20,,,,,4.00,6.75,9.00,6.58
10,31000011,3.60,4.75,1.80,,,,,2.75,,,0.92
11,31000012,5.00,6.50,3.00,,,,,4.75,7.00,7.50,6.42
12,31000013,6.00,6.50,3.80,,,,,3.00,6.25,6.25,5.17
13,31000014,2.00,6.75,3.00,,,,,4.25,5.50,6.00,5.25
14,31000015,2.40,6.00,3.80,,,,,4.50,6.25,8.50,6.42
15,31000016,3.20,5.50,3.40,,,,,3.50,4.75,6.50,4.92
16,31000017,2.80,3.00,,,,,,2.75,3.00,,1.92
17,31000018,5.40,5.75,2.80,,,,,3.50,6.25,7.50,5.75
18,31000019,6.20,5.00,2.20,,,,,5.25,8.00,8.25,7.17
19,31000020,6.40,4.75,2.20,3.75,4.25,4.25,4.08,,,,
20,31000021,7.00,7.25,4.60,,,,,5.75,7.75,8.75,7.42
21,31000022,7.00,7.00,3.60,,,,,7.25,8.25,8.50,8.00
22,31000023,4.60,3.00,,,,,,2.50,,,0.83
23,31000024,3.80,5.50,2.60,,,,,8.00,8.25,8.25,8.17
24,31000025,7.60,5.75,2.60,4.75,5.00,5.50,5.08,,,,
25,31000026,3.60,,,,3.75,5.25,3.00,,,,
26,31000027,3.80,4.00,1.20,,,,,3.00,4.25,6.50,4.58
27,31000028,5.40,4.50,3.40,,,,,3.50,6.75,6.75,5.67
28,31000029,5.60,7.25,2.40,6.25,5.25,6.25,5.92,,,,
29,31000030,3.60,4.75,3.20,,,,,5.25,4.75,7.75,5.92
30,31000031,,6.25,,,,,,8.50,8.50,,5.67
31,31000032,4.00,7.25,2.60,,,,,6.25,7.50,8.00,7.25
32,31000034,6.20,8.50,4.80,,,,,8.50,8.25,9.00,8.58
33,31000035,7.00,,,3.25,5.00,,2.75,,,,
34,31000036,5.60,6.50,2.60,,,,,5.00,6.75,8.75,6.83
35,31000037,3.40,4.50,3.00,,,,,5.25,3.50,5.00,4.58
36,31000038,1.60,3.50,,,,,,2.25,5.25,,2.50
37,31000039,5.00,7.25,3.40,,,,,3.00,6.00,8.75,5.92
38,31000040,,5.50,,,,,,5.75,5.50,,3.75
39,31000041,6.60,5.75,3.20,,,,,6.75,7.50,9.00,7.75
40,31000042,6.60,8.00,3.00,,,,,6.50,6.75,9.00,7.42
41,31000043,5.00,7.50,2.40,,,,,4.50,4.25,7.75,5.50
42,31000044,7.40,7.75,4.60,,,,,7.00,7.50,9.00,7.83
43,31000045,2.60,2.75,,,,,,3.25,,,1.08
44,31000046,3.00,3.75,3.00,,,,,3.50,5.25,6.25,5.00
45,31000048,3.80,4.75,4.00,,,,,4.25,6.00,6.75,5.67
46,31000049,7.60,8.50,5.40,,,,,6.50,8.25,9.25,8.00
47,31000050,3.20,4.25,2.20,,,,,1.50,4.75,6.00,4.08
48,31000051,4.40,8.50,1.60,,,,,9.50,7.50,7.00,8.00
49,31000052,7.00,7.00,5.80,,,,,7.50,6.75,8.25,7.50
50,31000053,5.00,7.75,5.00,,,,,4.75,6.00,8.00,6.25
51,31000055,4.60,2.25,3.20,,,,,4.00,4.00,7.50,5.17
52,31000056,4.80,4.00,,,,,,4.25,5.25,,3.17
53,31000057,5.00,7.25,4.20,5.25,4.25,5.00,4.83,,,,
54,31000058,3.00,6.75,3.00,,,,,2.50,6.00,7.25,5.25
55,31000059,3.80,5.50,2.40,,,,,3.50,,7.75,3.75
56,31000060,6.60,6.75,4.20,,,,,4.00,7.50,8.25,6.58
57,31000061,6.60,7.75,5.60,,,,,5.25,7.50,8.00,6.92
58,31000062,6.20,6.00,3.80,,,,,5.25,7.25,7.75,6.75
59,31000063,7.60,6.75,3.80,5.75,6.00,5.00,5.58,,,,
60,31000064,5.80,7.75,3.20,,,,,4.75,6.00,9.00,6.58
61,31000065,2.80,5.00,2.80,,,,,,,,
62,31000066,7.80,5.75,4.80,7.50,5.75,6.00,6.42,,,,
63,31000067,7.60,6.75,4.00,,,,,7.75,7.50,8.25,7.83
64,31000068,6.20,7.25,3.60,,,,,4.50,6.50,8.00,6.33
65,31000069,,8.50,,,,,,9.25,8.75,,6.00
66,31000070,3.80,6.00,2.00,,,,,4.50,5.75,6.25,5.50
67,31000071,6.40,7.50,3.00,,,,,6.75,7.75,8.00,7.50
68,31000072,7.00,5.50,3.60,,,,,7.00,7.50,8.50,7.67
69,31000073,6.40,6.50,2.40,,,,,7.25,7.25,8.50,7.67
