,SBD,Toan,Van,NgoaiNgu,VatLy,HoaHoc,SinhHoc,DiemTBTuNhien,LichSu,DiaLy,GDCD,DiemTBXaHoi
0,45000001,7.60,5.50,4.00,8.00,6.25,5.50,6.58,,,,
1,45000002,8.80,7.00,3.20,7.00,8.25,7.75,7.67,,,,
2,45000003,8.00,6.50,2.80,5.25,6.50,6.00,5.92,,,,
3,45000004,8.60,6.25,3.80,6.50,7.75,6.25,6.83,,,,
4,45000005,8.00,8.00,5.20,6.00,7.50,6.75,6.75,,,,
5,45000006,9.20,6.25,3.80,7.50,8.50,7.00,7.67,,,,
6,45000007,7.40,4.50,4.80,3.50,6.00,7.25,5.58,,,,
7,45000008,7.60,7.25,3.40,5.75,7.75,4.25,5.92,,,,
8,45000009,7.60,6.25,4.00,5.25,7.50,5.50,6.08,,,,
9,45000010,5.40,4.75,4.80,6.50,4.25,4.25,5.00,,,,
10,45000011,5.80,6.75,2.60,2.00,5.25,5.00,4.08,,,,
11,45000012,8.20,7.25,5.60,6.75,5.25,5.25,5.75,,,,
12,45000013,7.00,6.50,2.20,5.50,6.25,4.50,5.42,,,,
13,45000014,7.40,6.50,4.80,7.50,7.75,5.00,6.75,,,,
14,45000015,8.40,7.50,5.80,4.50,7.75,5.00,5.75,,,,
15,45000016,8.60,6.75,5.20,7.75,8.50,4.50,6.92,,,,
16,45000017,7.40,7.50,5.00,6.50,8.25,6.00,6.92,,,,
17,45000018,7.40,6.50,4.00,6.75,7.50,6.25,6.83,,,,
18,45000019,6.00,5.75,3.00,5.00,4.25,5.50,4.92,,,,
19,45000020,8.20,6.00,4.60,7.00,6.00,5.50,6.17,,,,
20,45000021,7.60,5.50,5.00,7.50,4.75,7.00,6.42,,,,
21,45000022,6.20,5.25,4.00,4.75,4.75,3.00,4.17,,,,
22,45000023,7.20,6.00,3.60,5.75,3.50,5.25,4.83,,,,
23,45000024,8.20,6.25,3.60,6.25,7.50,5.75,6.50,,,,
24,45000025,7.80,5.50,5.00,7.25,7.00,4.75,6.33,,,,
25,45000026,8.20,5.50,3.80,5.50,6.25,4.75,5.50,,,,
26,45000027,8.60,6.00,4.60,5.50,7.00,6.50,6.33,,,,
27,45000028,7.00,4.75,3.60,5.25,5.00,4.75,5.00,,,,
28,45000029,8.60,6.50,3.80,5.75,7.75,4.25,5.92,,,,
29,45000030,7.20,6.50,3.80,6.75,6.25,4.75,5.92,,,,
30,45000031,7.40,5.75,3.40,5.25,4.00,3.50,4.25,,,,
31,45000032,8.60,7.25,8.00,7.50,7.75,6.25,7.17,,,,
32,45000033,7.00,6.50,4.20,3.50,4.00,4.50,4.00,,,,
33,45000034,7.80,6.25,3.20,5.50,8.00,7.50,7.00,,,,
34,45000035,8.80,8.25,7.60,7.00,7.00,6.50,6.83,,,,
35,45000036,5.20,8.25,6.20,,,,,9.00,9.25,8.75,9.00
36,45000037,6.00,6.25,4.60,,,,,6.75,7.25,8.50,7.50
37,45000038,8.40,6.75,5.40,8.00,7.50,6.75,7.42,,,,
38,45000039,5.80,6.50,3.00,,,,,3.50,5.50,7.00,5.33
39,45000040,5.00,6.75,2.60,,,,,3.50,5.75,6.50,5.25
40,45000041,8.20,7.25,3.80,,,,,6.00,8.00,7.75,7.25
41,45000042,4.80,6.25,3.20,,,,,5.00,7.00,7.75,6.58
42,45000043,2.60,4.50,6.40,,,,,3.25,4.50,5.25,4.33
43,45000044,7.60,6.00,2.80,,,,,7.50,6.50,7.75,7.25
44,45000045,8.00,7.00,6.60,,,,,5.50,7.50,8.00,7.00
45,45000046,8.00,7.00,6.00,7.25,7.00,5.50,6.58,,,,
46,45000047,1.80,4.50,2.80,,,,,3.50,4.25,5.75,4.50
47,45000048,2.20,6.25,1.60,,,,,3.25,4.75,5.50,4.50
48,45000049,7.00,6.50,3.60,5.50,6.75,5.00,5.75,,,,
49,45000050,6.80,7.25,3.40,,,,,5.50,8.50,7.50,7.17
50,45000051,5.80,5.25,4.00,,,,,5.50,7.25,8.00,6.92
51,45000052,7.00,5.00,3.20,5.75,3.75,5.00,4.83,,,,
52,45000053,7.80,7.25,9.20,,,,,7.50,7.25,8.75,7.83
53,45000054,7.40,4.25,3.80,7.00,6.00,5.25,6.08,,,,
54,45000055,5.20,6.00,2.00,,,,,3.75,7.00,7.50,6.08
55,45000056,4.60,6.25,5.00,,,,,3.00,5.50,6.75,5.08
56,45000057,5.80,6.50,4.20,,,,,5.25,6.50,8.25,6.67
57,45000058,6.60,7.50,4.40,,,,,6.50,8.00,9.50,8.00
58,45000059,2.80,6.00,2.40,,,,,3.00,4.50,7.00,4.83
59,45000060,4.80,5.00,2.00,,,,,3.50,4.25,7.75,5.17
60,45000061,2.40,5.50,2.60,,,,,5.00,7.50,7.25,6.58
61,45000062,6.40,7.50,4.40,,,,,3.25,7.00,6.50,5.58
62,45000063,6.00,7.25,2.00,3.00,5.50,5.50,4.67,,,,
63,45000064,6.20,6.25,2.80,,,,,6.50,8.50,8.25,7.75
64,45000065,3.40,5.75,2.20,,,,,3.00,6.25,7.75,5.67
65,45000066,2.40,4.00,3.20,,,,,4.50,4.75,5.50,4.92
66,45000067,7.80,7.00,5.00,,,,,5.50,7.50,8.75,7.25
67,45000068,3.00,5.75,3.40,,,,,3.00,5.00,5.50,4.50
68,45000069,5.40,4.75,2.00,,,,,4.50,7.50,6.00,6.00
