,SBD,Toan,Van,NgoaiNgu,VatLy,HoaHoc,SinhHoc,DiemTBTuNhien,LichSu,DiaLy,GDCD,DiemTBXaHoi
0,13000001,9.40,7.00,8.60,9.50,8.50,7.50,8.50,,,,
1,13000002,8.20,8.75,8.40,,,,,7.00,7.50,8.75,7.75
2,13000003,9.40,7.75,6.80,7.75,7.50,7.75,7.67,,,,
3,13000004,8.20,8.25,8.60,,,,,6.50,4.50,8.00,6.33
4,13000005,9.60,9.00,8.40,,,,,8.00,8.25,9.50,8.58
5,13000006,9.00,5.25,7.20,,,,,6.00,7.25,8.25,7.17
6,13000007,8.80,7.50,7.40,,,,,5.00,5.50,8.50,6.33
7,13000008,9.20,7.50,8.00,8.25,5.00,6.50,6.58,,,,
8,13000009,8.40,3.50,9.20,7.00,8.00,3.50,6.17,,,,
9,13000010,9.40,7.50,8.80,8.00,6.75,5.25,6.67,,,,
10,13000011,9.00,6.00,5.20,8.50,7.75,3.75,6.67,,,,
11,13000012,8.80,6.50,4.40,8.50,8.00,6.00,7.50,,,,
12,13000013,8.00,8.25,6.40,,,,,8.50,7.75,8.50,8.25
13,13000014,8.00,7.75,6.80,,,,,4.50,6.50,7.25,6.08
14,13000015,8.40,7.50,5.60,5.25,5.50,6.00,5.58,,,,
15,13000016,9.40,5.75,6.60,7.75,9.25,4.25,7.08,,,,
16,13000017,7.80,7.25,5.80,8.75,7.25,3.75,6.58,,,,
17,13000018,9.00,6.75,3.80,7.00,6.00,5.25,6.08,,,,
18,13000019,9.00,7.75,5.20,8.25,7.75,5.25,7.08,,,,
19,13000020,7.00,7.25,4.40,3.00,7.25,7.25,5.83,,,,
20,13000021,9.20,6.25,5.80,8.75,8.50,6.25,7.83,,,,
21,13000022,8.20,5.00,8.60,7.75,5.75,5.00,6.17,,,,
22,13000023,8.20,7.50,6.60,8.25,7.75,3.75,6.58,,,,
23,13000024,7.80,8.00,8.40,,,,,5.50,7.75,7.75,7.00
24,13000025,8.60,6.75,8.20,8.75,5.25,6.00,6.67,,,,
25,13000026,8.40,6.75,6.40,7.25,8.00,4.00,6.42,,,,
26,13000027,9.20,5.50,8.00,8.00,9.50,8.75,8.75,,,,
27,13000028,9.00,6.75,6.40,4.25,8.50,8.25,7.00,,,,
28,13000029,8.40,4.75,6.20,5.00,8.75,8.50,7.42,,,,
29,13000030,9.20,5.00,8.40,8.00,4.25,2.50,4.92,,,,
30,13000031,9.40,5.50,5.60,6.50,8.50,3.75,6.25,,,,
31,13000032,9.40,5.50,7.60,8.25,9.25,7.25,8.25,,,,
32,13000033,7.00,7.00,4.20,,,,,9.50,9.25,9.25,9.33
33,13000034,7.00,6.00,7.60,,,,,6.50,7.00,7.50,7.00
34,13000035,8.80,6.00,5.20,3.75,7.50,8.00,6.42,,,,
35,13000036,9.00,7.25,8.20,4.25,8.50,9.00,7.25,,,,
36,13000037,8.80,6.50,8.20,8.00,3.50,3.75,5.08,,,,
37,13000038,8.20,6.25,7.40,3.50,6.50,7.00,5.67,,,,
38,13000039,9.60,5.00,8.60,9.00,5.00,6.25,6.75,,,,
39,13000040,8.80,7.00,6.20,8.25,4.75,6.50,6.50,,,,
40,13000041,8.80,5.00,5.00,8.50,7.75,3.00,6.42,,,,
41,13000042,8.40,7.75,7.80,,,,,6.00,7.50,8.25,7.25
42,13000043,9.00,8.25,9.60,,,,,8.50,7.00,9.75,8.42
43,13000044,8.60,6.50,6.00,8.25,5.75,5.25,6.42,,,,
44,13000045,9.00,5.50,7.20,8.25,8.75,3.00,6.67,,,,
45,13000046,7.80,8.00,8.20,,,,,4.25,6.75,7.75,6.25
46,13000047,9.00,8.25,9.80,,,,,7.50,7.75,9.75,8.33
47,13000048,6.60,8.00,7.60,,,,,4.50,6.25,7.50,6.08
48,13000049,7.80,8.00,8.60,,,,,8.00,7.75,9.00,8.25
49,13000050,9.00,7.25,7.20,,,,,9.50,9.50,9.50,9.50
50,13000051,7.00,7.00,8.40,4.50,7.25,5.75,5.83,,,,
51,13000052,9.00,7.75,8.40,,,,,6.00,7.50,8.25,7.25
52,13000053,8.60,5.00,4.80,8.00,8.50,3.00,6.50,,,,
53,13000054,9.00,8.25,9.20,,,,,6.50,7.75,8.75,7.67
54,13000055,9.20,7.50,8.80,8.50,5.25,5.50,6.42,,,,
55,13000056,8.80,6.00,4.80,8.75,8.50,6.50,7.92,,,,
56,13000057,8.60,6.50,9.20,,,,,6.75,7.50,8.75,7.67
57,13000058,9.60,7.25,9.20,,,,,8.50,8.00,9.00,8.50
58,13000059,9.00,6.75,8.60,,,,,2.25,7.25,7.50,5.67
59,13000060,8.80,7.00,8.40,,,,,7.25,6.50,9.25,7.67
60,13000061,8.60,7.75,7.40,,,,,5.25,6.75,8.25,6.75
61,13000062,8.60,7.00,8.80,,,,,8.50,7.75,9.00,8.42
62,13000063,9.40,6.50,4.80,8.25,8.50,5.00,7.25,,,,
63,13000064,9.20,8.00,9.00,,,,,7.50,8.25,9.00,8.25
64,13000065,8.60,7.50,6.60,7.75,8.25,3.50,6.50,,,,
65,13000066,8.40,6.50,3.60,2.75,7.50,8.00,6.08,,,,
66,13000067,9.20,6.50,5.80,8.00,7.50,3.75,6.42,,,,
67,13000068,7.60,5.50,5.40,6.75,8.75,7.25,7.58,,,,
68,13000069,8.40,6.00,6.00,7.75,8.25,4.00,6.67,,,,
69,13000070,9.80,8.50,10.00,,,,,9.50,8.25,9.50,9.08
70,13000071,8.60,7.00,4.40,6.25,7.25,7.00,6.83,,,,
71,13000072,5.80,7.75,7.80,,,,,9.00,9.00,9.25,9.08
72,13000073,8.80,7.00,7.00,4.00,9.00,8.25,7.08,,,,
73,13000074,9.60,7.00,8.80,8.50,6.75,6.25,7.17,,,,
74,13000075,8.60,7.00,4.80,5.75,9.00,9.25,8.00,,,,
75,13000076,9.00,8.50,8.20,,,,,5.75,7.75,9.00,7.50
76,13000077,8.80,6.50,7.40,8.75,5.50,4.50,6.25,,,,
77,13000078,9.40,6.00,9.00,9.25,5.50,7.75,7.50,,,,
78,13000079,9.40,7.00,8.00,6.50,8.50,5.75,6.92,,,,
79,13000080,8.60,6.50,7.80,8.75,5.50,6.00,6.75,,,,
80,13000081,9.60,7.75,9.00,8.50,3.50,4.50,5.50,,,,
81,13000082,9.40,5.50,9.00,8.75,3.75,4.25,5.58,,,,
82,13000083,8.80,5.50,7.80,7.75,3.00,3.75,4.83,,,,
83,13000084,8.20,6.00,4.80,7.50,8.25,4.75,6.83,,,,
84,13000085,8.80,7.00,9.00,,,,,5.75,6.75,8.50,7.00
85,13000086,8.20,6.00,5.20,7.50,8.00,5.50,7.00,,,,
86,13000087,9.00,7.50,7.20,8.50,6.50,7.00,7.33,,,,
87,13000088,8.60,7.00,4.20,8.25,7.75,6.25,7.42,,,,
88,13000089,8.60,8.25,7.60,,,,,5.00,7.25,8.25,6.83
89,13000090,9.20,5.50,4.40,3.50,7.25,7.75,6.17,,,,
90,13000091,9.00,7.75,8.80,,,,,7.50,8.25,9.75,8.50
91,13000092,9.20,7.50,8.80,,,,,7.25,6.25,8.50,7.33
92,13000093,9.80,6.00,5.60,4.50,8.75,9.00,7.42,,,,
93,13000094,8.80,5.75,5.20,3.50,8.25,8.50,6.75,,,,
94,13000095,8.60,6.00,7.40,7.75,8.75,5.75,7.42,,,,
95,13000096,8.60,7.75,6.60,,,,,2.50,5.25,6.00,4.58
96,13000097,8.80,5.75,5.60,7.50,8.00,4.25,6.58,,,,
97,13000098,9.00,7.25,5.60,8.25,8.00,5.00,7.08,,,,
98,13000099,9.00,7.00,8.20,4.00,8.00,6.00,6.00,,,,
99,13000100,8.40,8.75,7.40,,,,,5.25,6.50,7.75,6.50
100,13000101,8.60,5.50,7.80,5.00,8.00,8.00,7.00,,,,
101,13000102,9.20,6.00,7.60,8.25,8.50,6.50,7.75,,,,
102,13000103,9.20,6.00,5.20,7.50,7.50,4.00,6.33,,,,
