,SBD,Toan,Van,NgoaiNgu,VatLy,HoaHoc,SinhHoc,DiemTBTuNhien,LichSu,DiaLy,GDCD,DiemTBXaHoi
0,41008025,8.40,6.25,5.20,7.75,7.75,5.50,7.00,,,,
1,41008026,8.40,8.00,7.00,7.75,8.75,6.25,7.58,,,,
2,41008027,8.20,8.00,8.60,7.25,6.50,7.00,6.92,,,,
3,41008028,9.00,7.50,5.20,8.25,8.50,7.25,8.00,,,,
4,41008029,8.60,7.50,5.40,,,,,3.75,5.50,6.00,5.08
5,41008030,9.40,8.50,8.80,6.50,8.75,8.75,8.00,,,,
6,41008031,9.00,7.00,8.00,7.75,7.25,5.50,6.83,,,,
7,41008032,4.80,5.00,,,,,,5.75,6.00,,3.92
8,41008033,5.00,5.75,,,,,,6.00,7.25,,4.42
9,41008034,4.40,6.75,3.20,,,,,5.75,6.00,7.25,6.33
10,41008035,6.20,5.50,6.00,,,,,4.75,,,1.58
11,41008036,7.40,6.25,3.60,5.75,4.00,4.50,4.75,,,,
12,41008037,6.60,3.50,,,,,,7.00,8.75,,5.25
13,41008038,6.00,7.00,,,,,,4.25,7.75,,4.00
14,41008039,7.40,6.00,,,,,,7.50,8.25,,5.25
15,41008040,8.40,7.75,8.60,8.75,7.25,7.25,7.75,,,,
16,41008041,3.40,6.25,3.00,,,,,6.50,5.50,7.25,6.42
17,41008042,6.20,5.00,,,,,,4.75,5.00,,3.25
18,41008043,8.20,7.00,7.20,8.00,6.50,4.00,6.17,,,,
19,41008044,8.80,6.50,4.60,8.00,8.00,4.25,6.75,,,,
20,41008045,5.00,5.75,3.40,,,,,4.50,7.25,7.50,6.42
21,41008046,8.20,6.50,5.40,6.25,6.00,5.00,5.75,,,,
22,41008047,6.80,7.50,8.80,,,,,5.50,8.25,8.00,7.25
23,41008048,8.20,6.75,6.00,7.50,7.50,5.25,6.75,,,,
24,41008049,3.20,5.00,,,,,,3.50,5.25,,2.92
25,41008050,8.00,7.00,6.60,6.75,6.75,8.00,7.17,,,,
26,41008051,8.40,7.50,5.40,6.00,5.75,6.00,5.92,,,,
27,41008052,7.00,7.25,3.40,,,,,4.00,6.25,7.25,5.83
28,41008053,9.20,7.25,4.60,7.50,7.00,4.75,6.42,,,,
29,41008054,8.20,8.25,4.60,7.50,8.25,5.50,7.08,,,,
30,41008055,9.00,8.00,7.60,6.25,10.00,9.50,8.58,,,,
31,41008056,7.40,8.00,5.20,,,,,7.00,6.50,8.00,7.17
32,41008057,5.60,5.00,,,,,,4.00,3.50,,2.50
33,41008058,8.00,6.25,3.40,7.75,8.25,5.75,7.25,,,,
34,41008059,8.80,6.75,7.20,8.75,8.75,6.50,8.00,,,,
35,41008060,8.40,5.50,5.80,7.50,8.00,5.75,7.08,,,,
