,SBD,Toan,Van,NgoaiNgu,VatLy,HoaHoc,SinhHoc,DiemTBTuNhien,LichSu,DiaLy,GDCD,DiemTBXaHoi
0,07000001,8.60,6.00,4.60,7.50,8.50,7.00,7.67,,,,
1,07000002,9.40,7.50,6.80,5.75,8.50,8.50,7.58,,,,
2,07000003,5.60,6.75,4.00,,,,,7.00,8.00,8.75,7.92
3,07000004,8.20,8.50,9.00,,,,,7.00,8.00,9.75,8.25
4,07000005,3.00,,1.40,2.00,,,0.67,,,,
5,07000006,8.40,6.50,8.00,,,,,4.75,8.50,9.00,7.42
6,07000007,7.00,6.00,4.20,,,,,4.50,6.50,9.00,6.67
7,07000008,6.40,7.50,5.80,,,,,6.25,5.75,8.50,6.83
8,07000009,6.00,4.00,3.00,,,,,3.50,7.25,8.00,6.25
9,07000010,8.60,5.50,7.40,5.75,8.25,5.25,6.42,,,,
10,07000011,7.80,6.25,6.00,,,,,9.25,7.50,8.25,8.33
11,07000012,7.80,7.50,6.60,,,,,5.25,5.75,7.75,6.25
12,07000013,6.20,6.50,4.20,,,,,5.00,8.25,9.75,7.67
13,07000014,9.00,6.00,7.00,8.00,3.25,5.75,5.67,,,,
14,07000015,5.80,6.00,4.20,,,,,3.75,6.25,9.00,6.33
15,07000016,4.80,5.75,3.80,,,,,5.00,7.25,9.00,7.08
16,07000017,8.00,6.50,3.20,,,,,4.75,7.25,9.50,7.17
17,07000018,7.20,5.50,3.80,,,,,6.25,8.00,8.75,7.67
18,07000019,9.20,6.50,5.60,8.75,8.75,5.75,7.75,,,,
19,07000020,8.40,6.75,8.20,,,,,5.50,6.25,8.50,6.75
20,07000021,8.20,5.25,5.20,7.75,6.00,5.00,6.25,,,,
21,07000022,7.40,7.25,4.60,,,,,5.25,6.00,9.25,6.83
22,07000023,7.00,5.25,3.40,6.25,5.00,2.25,4.50,,,,
23,07000024,1.80,4.25,,,,,,3.75,,,1.25
24,07000025,9.20,7.25,9.00,,,,,7.75,7.75,8.00,7.83
25,07000026,5.80,6.00,7.20,,,,,6.75,8.25,9.00,8.00
26,07000027,8.20,6.25,4.00,7.75,6.75,5.00,6.50,,,,
27,07000028,8.20,4.25,4.00,7.25,7.00,3.25,5.83,,,,
28,07000029,7.40,4.50,3.60,6.50,5.75,5.25,5.83,,,,
29,07000030,7.60,5.25,,,,,,8.00,,,2.67
30,07000031,4.00,4.00,4.00,,,,,3.50,6.50,7.75,5.92
31,07000032,6.20,4.50,,,,,,7.75,,,2.58
32,07000033,3.20,3.50,,,,,,4.50,,,1.50
33,07000034,6.40,5.50,,,,,,8.50,,,2.83
34,07000035,6.40,6.75,2.60,,,,,7.50,7.75,6.50,7.25
35,07000036,8.20,6.75,5.20,,,,,4.75,8.00,9.00,7.25
36,07000038,8.40,5.50,4.80,7.00,7.50,5.00,6.50,,,,
37,07000039,7.00,6.75,6.80,,,,,7.00,7.75,8.75,7.83
38,07000040,7.80,6.00,8.20,5.25,6.75,5.75,5.92,,,,
39,07000041,7.80,6.25,4.60,7.00,7.25,6.75,7.00,,,,
40,07000042,,6.50,,,,,,8.50,8.00,,5.50
41,07000043,4.40,4.00,4.40,,,,,4.75,7.00,7.75,6.50
42,07000044,3.20,4.00,,,,,,5.25,,,1.75
43,07000045,7.40,6.75,,,,,,9.00,,,3.00
44,07000046,7.40,4.25,3.80,5.25,5.75,4.50,5.17,,,,
45,07000047,4.20,3.50,,,,,,4.25,5.25,,3.17
46,07000048,1.60,3.25,,,,,,2.75,,,0.92
47,07000049,6.60,5.25,,,,,,8.00,,,2.67
48,07000050,6.20,6.25,4.80,,,,,9.00,8.50,9.50,9.00
49,07000051,,4.75,,,,,,6.25,7.50,,4.58
50,07000052,6.20,6.25,,,,,,9.00,,,3.00
51,07000053,5.80,4.75,,,,,,5.25,,,1.75
52,07000054,5.00,4.00,3.80,,,,,4.50,7.00,6.50,6.00
53,07000055,7.00,6.25,4.40,6.50,6.50,6.25,6.42,,,,
54,07000056,3.80,3.25,3.80,,,,,2.50,3.75,5.50,3.92
55,07000057,8.20,6.00,,,,,,8.50,,,2.83
56,07000058,4.80,3.25,,,,,,4.75,,,1.58
57,07000059,4.00,2.75,,,,,,4.00,,,1.33
58,07000060,6.00,5.50,,,,,,7.00,,,2.33
59,07000061,,5.25,,,,,,8.50,8.50,,5.67
60,07000062,7.20,5.75,4.00,,,,,5.50,6.75,7.00,6.42
61,07000063,8.80,5.25,7.20,6.00,5.25,6.75,6.00,,,,
62,07000064,7.20,4.25,3.80,,,,,8.25,8.75,8.50,8.50
63,07000065,6.40,5.50,,,,,,7.50,,,2.50
64,07000066,8.00,3.75,,,,,,6.50,,,2.17
65,07000067,5.60,5.25,4.00,,,,,5.25,7.00,8.75,7.00
66,07000068,6.00,6.75,3.00,,,,,5.25,7.50,9.00,7.25
67,07000069,6.60,6.25,4.40,6.00,7.25,5.25,6.17,,,,
68,07000070,8.80,5.50,5.40,3.75,8.00,9.00,6.92,,,,
69,07000071,8.20,5.75,8.00,8.25,2.75,4.50,5.17,,,,
